,,clusters,pID,area,n,Price Q1,Price Q2,Price Q3,QCoD,segmentation
7,81,7,655,290926.8758237761,60.0,1903.675456925935,1930.6055561140452,1943.6565456501598,0.010391899814586946,MT8cls5sw
7,82,7,656,820.0865004228659,2.0,1550.8568725585951,1670.3564453125,1789.8560180664049,0.07154136058160222,MT8cls5sw
0,0,0,0,28377.552286553273,60.0,3805.448185847355,4026.194173177085,4276.492962176985,0.05828361871266271,ET8cls5sw
0,1,0,1,4258.634578672203,10.0,3576.4682002872623,4075.0003119574703,4182.500581208647,0.07810733590869579,ET8cls5sw
0,2,0,2,47568.161529612276,100.0,3693.9367762974352,3920.35998099191,4113.688859243245,0.05376180961278146,ET8cls5sw
0,3,0,3,251.74084607806697,2.0,4042.29932948521,4160.35315813337,4278.406986781531,0.028375915255503856,ET8cls5sw
0,4,0,4,23.590552639147937,,,,,,ET8cls5sw
0,5,0,5,2594.288321901869,1.0,4063.54943847656,4063.54943847656,4063.54943847656,0.0,ET8cls5sw
0,6,0,6,2302706.802225186,4278.0,3861.7207438151027,4406.314767020091,4886.339661583533,0.11712526780634865,ET8cls5sw
0,7,0,7,2358.8862121973566,,,,,,ET8cls5sw
0,8,0,8,20181.382089123337,72.0,3782.6185396634623,4057.54559696082,4261.929690551755,0.0595821091715264,ET8cls5sw
0,9,0,9,23.707006878868206,,,,,,ET8cls5sw
0,10,0,10,573.2747585881624,1.0,3281.40258789063,3281.40258789063,3281.40258789063,0.0,ET8cls5sw
0,11,0,11,336.75306051954396,1.0,5043.78132512019,5043.78132512019,5043.78132512019,0.0,ET8cls5sw
0,12,0,12,1359.1231126481264,1.0,3547.39689636231,3547.39689636231,3547.39689636231,0.0,ET8cls5sw
0,13,0,13,4919.135016865807,5.0,3479.12121582031,3613.80999286358,3865.69196428571,0.05263180137957162,ET8cls5sw
0,14,0,14,670.445473703438,2.0,4276.330078124998,4411.252604166665,4546.175130208332,0.030585989547328437,ET8cls5sw
0,15,0,15,211.1274481041092,1.0,3526.66638183594,3526.66638183594,3526.66638183594,0.0,ET8cls5sw
0,16,0,16,290.99364132611885,2.0,4806.842529296875,4814.39404296875,4821.945556640625,0.001568528376463849,ET8cls5sw
0,17,0,17,2993.2054948899804,3.0,3626.5376499720996,3818.80198451451,4198.192103415545,0.0730574053622686,ET8cls5sw
0,18,0,18,121.03103638783946,1.0,3459.44584960938,3459.44584960938,3459.44584960938,0.0,ET8cls5sw
0,19,0,19,978.0158213009361,4.0,3555.7374471028625,3822.19093492296,4130.959993150503,0.07483350951675809,ET8cls5sw
0,20,0,20,24060.504303154987,89.0,3577.3333984375,3793.72119140625,4071.77587890625,0.06464053035995473,ET8cls5sw
0,21,0,21,374.35677972887487,1.0,3649.57492404514,3649.57492404514,3649.57492404514,0.0,ET8cls5sw
0,22,0,22,720.514463181463,3.0,3669.176696777345,3745.91528320313,3763.378255208335,0.012674182571071724,ET8cls5sw
0,23,0,23,128.3778930094668,1.0,3437.39013671875,3437.39013671875,3437.39013671875,0.0,ET8cls5sw
0,24,0,24,2219.634924148172,7.0,3248.9846878051803,3557.59554515165,3899.5316162109402,0.09100446872314959,ET8cls5sw
0,25,0,25,266.15664494589896,1.0,3847.9242589614,3847.9242589614,3847.9242589614,0.0,ET8cls5sw
0,26,0,26,241.0461520764993,1.0,3315.69118430398,3315.69118430398,3315.69118430398,0.0,ET8cls5sw
0,27,0,27,383.03299580967007,1.0,3032.47705078125,3032.47705078125,3032.47705078125,0.0,ET8cls5sw
0,28,0,28,143.5181398240156,1.0,3794.53331163194,3794.53331163194,3794.53331163194,0.0,ET8cls5sw
0,29,0,29,137.68580893361056,1.0,3659.57553710938,3659.57553710938,3659.57553710938,0.0,ET8cls5sw
0,30,0,30,362.2174256496332,2.0,3171.131500244138,3275.999206542965,3380.8669128417923,0.03201090711175417,ET8cls5sw
0,31,0,31,184.69890788484358,1.0,3805.76806640625,3805.76806640625,3805.76806640625,0.0,ET8cls5sw
0,32,0,32,264.7030913563602,2.0,3381.303955078125,3432.390625,3483.477294921875,0.014883699293950553,ET8cls5sw
0,33,0,33,4647.533844760005,8.0,3528.14505004883,4027.813668387275,4610.633363850912,0.13300378247838324,ET8cls5sw
0,34,0,34,98.5305010739612,1.0,2865.2275390625,2865.2275390625,2865.2275390625,0.0,ET8cls5sw
0,35,0,35,180.05771616213337,1.0,3614.83268229167,3614.83268229167,3614.83268229167,0.0,ET8cls5sw
0,36,0,36,703.9987735761102,,,,,,ET8cls5sw
0,37,0,37,257.18617280188914,1.0,3024.72485351563,3024.72485351563,3024.72485351563,0.0,ET8cls5sw
0,38,0,38,559.5609859274123,1.0,3701.2038124486,3701.2038124486,3701.2038124486,0.0,ET8cls5sw
0,39,0,39,1299.6102763289061,2.0,3781.3120504457347,3893.01972434953,4004.727398253325,0.02869435086729751,ET8cls5sw
0,40,0,40,159.1840248427694,1.0,4031.32039388021,4031.32039388021,4031.32039388021,0.0,ET8cls5sw
0,41,0,41,151.23831029046644,1.0,3739.24650065104,3739.24650065104,3739.24650065104,0.0,ET8cls5sw
0,42,0,42,557.5941156406377,1.0,3849.34903041295,3849.34903041295,3849.34903041295,0.0,ET8cls5sw
0,43,0,43,186.90618136363994,1.0,3911.3212890625,3911.3212890625,3911.3212890625,0.0,ET8cls5sw
0,44,0,44,310.36730617094366,1.0,5235.58642578125,5235.58642578125,5235.58642578125,0.0,ET8cls5sw
0,45,0,45,1596.127401066865,8.0,4275.6776123046875,4359.9599609375,4682.458365885417,0.04540908449828145,ET8cls5sw
0,46,0,46,748.7562037341321,2.0,3556.26400339227,3618.6145302220402,3680.96505705181,0.01723049700625181,ET8cls5sw
0,47,0,47,366.9551661992318,2.0,3654.6242879231772,3820.088148328995,3985.5520087348123,0.043314147208408184,ET8cls5sw
0,48,0,48,1096.0926444419867,1.0,3807.12600911458,3807.12600911458,3807.12600911458,0.0,ET8cls5sw
0,49,0,49,2735.7149809720854,5.0,4841.07307942708,5042.60128651495,5251.25732421875,0.04064316450078682,ET8cls5sw
0,50,0,50,171.43630666406096,1.0,5102.22265625,5102.22265625,5102.22265625,0.0,ET8cls5sw
0,51,0,51,1544.6586739989627,10.0,5415.084381103515,5697.721313476564,5847.00408063616,0.03835165218245198,ET8cls5sw
0,52,0,52,230.98239383913037,1.0,6137.59342447917,6137.59342447917,6137.59342447917,0.0,ET8cls5sw
0,53,0,53,2654.91091675529,3.0,4716.152466104861,4730.67533052885,4731.00794225306,0.0015724805662298792,ET8cls5sw
0,54,0,54,1733.2496884954485,2.0,4005.567671034072,4224.231167263455,4442.894663492837,0.05176409329204329,ET8cls5sw
0,55,0,55,2244.888488511522,4.0,4344.526850773742,4428.984059300919,4518.91380492193,0.019674860014561795,ET8cls5sw
0,56,0,56,25652.824141858295,33.0,5246.7529296875,5508.24773615057,5824.29259314904,0.0521666776882304,ET8cls5sw
0,57,0,57,1555.5483994242659,6.0,4837.2540283203125,4977.7734375,5140.9539794921875,0.030436321926150593,ET8cls5sw
0,58,0,58,478.99192172364707,1.0,5536.86168323864,5536.86168323864,5536.86168323864,0.0,ET8cls5sw
0,59,0,59,120366.93228587121,171.0,4477.640869140625,4722.13825017756,4987.91015625,0.05390803828964803,ET8cls5sw
0,60,0,60,12233.111220533561,14.0,4931.9359130859375,5081.37394575639,5485.438633510045,0.05313265045317701,ET8cls5sw
0,61,0,61,24061.8917108277,70.0,3776.8960259331625,4111.188621520995,4367.69048321436,0.07253829971818113,ET8cls5sw
0,62,0,62,2032.6503849469814,4.0,3751.39400227865,3898.6419677734402,4022.924258825915,0.03492656814755692,ET8cls5sw
0,63,0,63,6765.930353508377,13.0,4329.76196289063,4518.0751953125,4905.22388599537,0.062313243628213874,ET8cls5sw
0,64,0,64,198.58576189866588,1.0,3363.90185546875,3363.90185546875,3363.90185546875,0.0,ET8cls5sw
0,65,0,65,248.4344902196874,1.0,4500.5641796875,4500.5641796875,4500.5641796875,0.0,ET8cls5sw
0,66,0,66,157.82610990811366,1.0,4408.89770507813,4408.89770507813,4408.89770507813,0.0,ET8cls5sw
0,67,0,67,48419.01205580897,142.0,4533.11595662435,4755.461669921875,5055.79580453726,0.05450877648389084,ET8cls5sw
0,68,0,68,328.4361188810615,1.0,4280.92052283654,4280.92052283654,4280.92052283654,0.0,ET8cls5sw
0,69,0,69,226.4887332508533,1.0,5107.39982096354,5107.39982096354,5107.39982096354,0.0,ET8cls5sw
0,70,0,70,83627.32177174755,38.0,5491.025286865232,5681.161254882814,5869.371348063155,0.033303948212043,ET8cls5sw
0,71,0,71,37687.13094575805,71.0,4972.970926920575,5245.74424913195,5531.49620830829,0.0531702631078341,ET8cls5sw
0,72,0,72,666.9613969403757,1.0,5714.65572684152,5714.65572684152,5714.65572684152,0.0,ET8cls5sw
0,73,0,73,1759.759214011274,4.0,5791.2380269368505,5933.327302820545,5973.326708625347,0.015477723637158873,ET8cls5sw
0,74,0,74,1799.0784516371014,6.0,5342.282511393228,5726.23778483073,5994.491156005857,0.057530357732039045,ET8cls5sw
0,75,0,75,390.8169564839204,1.0,5801.17938701923,5801.17938701923,5801.17938701923,0.0,ET8cls5sw
0,76,0,76,785.4931326596829,1.0,4992.08506944444,4992.08506944444,4992.08506944444,0.0,ET8cls5sw
0,77,0,77,4408.206240796746,8.0,5197.6191345214875,5224.416536771335,5319.178237017462,0.01155856656751264,ET8cls5sw
0,78,0,78,752.9163580149827,2.0,4921.2606201171875,5030.826416015625,5140.3922119140625,0.021778886178548125,ET8cls5sw
0,79,0,79,236.87028704182094,1.0,5436.59267578125,5436.59267578125,5436.59267578125,0.0,ET8cls5sw
0,80,0,80,1611.3029225215023,5.0,5354.62878417969,5496.11100260417,5550.13758680556,0.017928747482941782,ET8cls5sw
0,81,0,81,2522.8538550894114,3.0,5421.763291713175,5564.62758789063,5693.14126050545,0.02441568144083666,ET8cls5sw
0,82,0,82,124593.33201178926,241.0,4354.06145833333,4596.85589599609,4894.13916015625,0.05839813863284529,ET8cls5sw
0,83,0,83,4247.825198400982,11.0,4549.959985351565,4838.0673828125,4956.058447265625,0.04272014248580131,ET8cls5sw
0,84,0,84,341.12268474984415,5.0,4984.18896484375,5052.50732421875,5052.50732421875,0.00680685729720147,ET8cls5sw
0,85,0,85,533.6857066044312,3.0,4739.81474336211,4831.60435901989,4862.818781072445,0.012809406648430655,ET8cls5sw
0,86,0,86,135.29495603972148,1.0,4003.9287109375,4003.9287109375,4003.9287109375,0.0,ET8cls5sw
0,87,0,87,131.50167393556887,1.0,5516.68090820313,5516.68090820313,5516.68090820313,0.0,ET8cls5sw
0,88,0,88,16951.640932816255,25.0,4666.86955915179,4716.38237847222,5001.18930288462,0.03457982088272177,ET8cls5sw
0,89,0,89,754.5328894958622,2.0,5476.050443209135,5664.3640700120195,5852.677696814905,0.033245325419643375,ET8cls5sw
0,90,0,90,3744.3416186083195,5.0,4815.83819580078,5257.23977661133,5258.99196777344,0.04398622753710449,ET8cls5sw
0,91,0,91,707.0698145480065,2.0,4357.35667682516,4542.60804766074,4727.85941849632,0.04078083974931031,ET8cls5sw
0,92,0,92,41.01095209015111,,,,,,ET8cls5sw
0,93,0,93,1247.6525779585243,2.0,4395.768162184495,4669.4416165865405,4943.115070988585,0.058609460589445404,ET8cls5sw
0,94,0,94,43.822364975234656,,,,,,ET8cls5sw
0,95,0,95,5539.805907889009,20.0,4481.217407226567,4971.6667015439,5169.347412109375,0.07130463530010862,ET8cls5sw
0,96,0,96,271.79507677423516,2.0,4120.798909505207,4319.178873697915,4517.558837890623,0.045930018180252566,ET8cls5sw
0,97,0,97,306.9460253570801,1.0,3952.88159179688,3952.88159179688,3952.88159179688,0.0,ET8cls5sw
0,98,0,98,786.2565329979233,4.0,4156.2105712890625,4318.04931640625,4391.024338942308,0.02747248322052831,ET8cls5sw
0,99,0,99,217.50709924225205,1.0,4532.98901367188,4532.98901367188,4532.98901367188,0.0,ET8cls5sw
0,100,0,100,155.98326434560897,1.0,4594.46435546875,4594.46435546875,4594.46435546875,0.0,ET8cls5sw
0,101,0,101,14819.464718703694,35.0,4885.06403526893,5347.04110717773,5549.801931259205,0.06370353947262491,ET8cls5sw
0,102,0,102,613.725275330246,1.0,5216.283203125,5216.283203125,5216.283203125,0.0,ET8cls5sw
0,103,0,103,507.9400243733541,,,,,,ET8cls5sw
0,104,0,104,196.593254572766,1.0,5150.957421875,5150.957421875,5150.957421875,0.0,ET8cls5sw
0,105,0,105,4653.941856210822,8.0,4823.975501844618,5127.173483183889,5440.622046685985,0.060075082527677036,ET8cls5sw
0,106,0,106,288.7549053214336,,,,,,ET8cls5sw
0,107,0,107,489.51971858468744,3.0,5170.787404378255,5306.73887125651,5442.479939778645,0.025599330214740063,ET8cls5sw
0,108,0,108,12031.498409348527,32.0,4454.927017211915,4590.491857910155,4841.067962646483,0.041538420176776975,ET8cls5sw
0,109,0,109,1892.236337950959,3.0,4903.624229600695,4908.72384982639,5126.661590091765,0.022236391315308367,ET8cls5sw
0,110,0,110,52888.25933753866,83.0,4756.991027832029,4907.83556189904,5236.35415200626,0.04796823441477357,ET8cls5sw
0,111,0,111,130.312378019319,1.0,4403.37768554688,4403.37768554688,4403.37768554688,0.0,ET8cls5sw
0,112,0,112,276.61782315924506,1.0,4467.69012451172,4467.69012451172,4467.69012451172,0.0,ET8cls5sw
0,113,0,113,67850.88811669343,180.0,4185.3797607421875,4549.55506591797,4955.228698730472,0.08422294220364177,ET8cls5sw
0,114,0,114,314.06599434213877,1.0,4628.99422200521,4628.99422200521,4628.99422200521,0.0,ET8cls5sw
0,115,0,115,242.63868355448045,,,,,,ET8cls5sw
0,116,0,116,1498.5498386612276,4.0,4646.255722244065,4799.311856356535,4977.198760986327,0.03438921432204582,ET8cls5sw
0,117,0,117,861.7829312167291,2.0,5212.8316079672295,5234.4910619166,5256.15051586597,0.004137833782342876,ET8cls5sw
0,118,0,118,5223.429907890682,20.0,4282.194335937502,4502.63720703125,4888.6704467773425,0.06613074396025562,ET8cls5sw
0,119,0,119,89095.0273615495,156.0,4205.991175408235,4490.873971121649,4809.88964189802,0.06698163814794268,ET8cls5sw
0,120,0,120,354.8350293684988,3.0,4596.9190790085595,4654.26334635417,4796.0058186849,0.02119539353766457,ET8cls5sw
0,121,0,121,4885.111081543437,10.0,4961.77646891276,5023.062662760415,5629.13707275391,0.0630125627232841,ET8cls5sw
0,122,0,122,1113.5779035140079,1.0,5228.27275390625,5228.27275390625,5228.27275390625,0.0,ET8cls5sw
0,123,0,123,206.84110042804622,1.0,5268.36865234375,5268.36865234375,5268.36865234375,0.0,ET8cls5sw
0,124,0,124,3620.4783797297264,7.0,4561.90574645996,4891.94970703125,5146.5779012044295,0.060222808830205574,ET8cls5sw
0,125,0,125,257.7084398312202,1.0,4267.5615234375,4267.5615234375,4267.5615234375,0.0,ET8cls5sw
0,126,0,126,27229.235161110002,48.0,3427.8808871182573,3709.873677571615,4006.33984642698,0.07781030185161944,ET8cls5sw
0,127,0,127,139.742223980906,,,,,,ET8cls5sw
0,128,0,128,175.70719975384202,1.0,4251.5009765625,4251.5009765625,4251.5009765625,0.0,ET8cls5sw
0,129,0,129,4222.144486395694,2.0,3889.66842142741,4189.92280069987,4490.17717997233,0.07166107672015021,ET8cls5sw
0,130,0,130,265.1222002031697,,,,,,ET8cls5sw
0,131,0,131,14860.285948843426,28.0,3792.3004341125497,4089.629909091525,4346.190903930665,0.06805812610857802,ET8cls5sw
0,132,0,132,173.00611146366103,1.0,2738.5380859375,2738.5380859375,2738.5380859375,0.0,ET8cls5sw
0,133,0,133,2597.1828436788182,3.0,3215.4312744140652,3656.47778320313,3714.49145507813,0.07201525906489213,ET8cls5sw
0,134,0,134,842.7070251355198,2.0,5023.235949707032,5579.797583007815,6136.359216308598,0.0997458465152361,ET8cls5sw
0,135,0,135,610.7419126349273,,,,,,ET8cls5sw
0,136,0,136,420.96762618571523,3.0,4404.926330566404,4598.548828125,4810.87353515625,0.04404904734311017,ET8cls5sw
0,137,0,137,15543.535691205985,20.0,4479.911855597247,4619.641173598345,4743.877935500373,0.028617963535757643,ET8cls5sw
0,138,0,138,1732.1284226371736,5.0,3578.15380859375,3747.18839518229,4894.73062133789,0.1553870849569421,ET8cls5sw
0,139,0,139,442.8770708166642,2.0,5552.3870849609375,5575.064208984375,5597.7413330078125,0.004067598716960545,ET8cls5sw
0,140,0,140,67227.15221566879,113.0,4370.669921875,4663.85139973958,4905.39208984375,0.05764538521769455,ET8cls5sw
0,141,0,141,618.8166078115526,3.0,4344.04289279514,4442.043359375,4601.27010387074,0.028755529423226966,ET8cls5sw
0,142,0,142,35334.486815804994,84.0,3608.708802141465,3878.043359375005,4319.8555908203125,0.08969426915547732,ET8cls5sw
0,143,0,143,810.8522987218334,2.0,3887.0303680419925,3956.680157470705,4026.3299468994173,0.0176030881083994,ET8cls5sw
0,144,0,144,3693.4217402828185,9.0,4075.04809570313,4570.84985351563,4758.1630859375,0.07733484190372228,ET8cls5sw
0,145,0,145,2045.551947170973,7.0,4449.60635141226,4653.47878689236,4826.504591721755,0.04063106215740847,ET8cls5sw
0,146,0,146,5511.330326243255,22.0,4214.531336857725,4346.77944607205,4614.042195347378,0.045252028205044245,ET8cls5sw
0,147,0,147,490047.2757077685,980.0,3011.872487386065,3248.039787023205,3504.3924525334273,0.07558317067958983,ET8cls5sw
0,148,0,148,902.7325387959346,1.0,4472.05615234375,4472.05615234375,4472.05615234375,0.0,ET8cls5sw
0,149,0,149,302.76419127763427,1.0,4444.798828125,4444.798828125,4444.798828125,0.0,ET8cls5sw
0,150,0,150,31346.79202756014,45.0,4299.82996961806,4592.67145182292,4910.83616727941,0.06633680871502759,ET8cls5sw
0,151,0,151,95.349032847521,1.0,3655.09073893229,3655.09073893229,3655.09073893229,0.0,ET8cls5sw
0,152,0,152,328.1295480602924,2.0,4783.349019949777,4887.002141462055,4990.655262974332,0.021209960321659924,ET8cls5sw
0,153,0,153,135.18629347700784,1.0,4781.94302368164,4781.94302368164,4781.94302368164,0.0,ET8cls5sw
0,154,0,154,1854.3084827636353,6.0,4321.0429941813145,4682.23499226888,5062.270518704925,0.07899421920685823,ET8cls5sw
0,155,0,155,3025.6040047329802,2.0,4557.256252140197,4615.323672604254,4673.391093068312,0.01258144056260575,ET8cls5sw
0,156,0,156,517.4320496525244,1.0,4686.9638671875,4686.9638671875,4686.9638671875,0.0,ET8cls5sw
0,157,0,157,212.93362846062666,3.0,3718.11474609375,3718.11474609375,3722.97509765625,0.0006531773791956508,ET8cls5sw
0,158,0,158,137028.97642747118,228.0,3248.668380737305,3502.908621138885,3789.2250350952127,0.07680659856852418,ET8cls5sw
0,159,0,159,7.184843466570177,,,,,,ET8cls5sw
0,160,0,160,357.2477617750274,1.0,2929.98733520508,2929.98733520508,2929.98733520508,0.0,ET8cls5sw
0,161,0,161,1640.891152059774,8.0,3042.009765625005,3367.68507215712,3737.0715789794926,0.1025303839889295,ET8cls5sw
0,162,0,162,17927.434070930005,24.0,3959.8011474609375,4223.9749720982145,4599.920133150543,0.07478269031253751,ET8cls5sw
0,163,0,163,1798.0117439697035,7.0,3779.85947672526,4177.4814453125,4655.009232954545,0.10375380890338796,ET8cls5sw
0,164,0,164,916.4425202359726,2.0,2835.4033325195323,3168.4931884765647,3501.5830444335975,0.10512563421895335,ET8cls5sw
0,165,0,165,31648.506142123253,72.0,4145.83454677037,4364.626678466795,4598.183685302734,0.05173241026341244,ET8cls5sw
0,166,0,166,264.18183456608546,1.0,4219.18591308594,4219.18591308594,4219.18591308594,0.0,ET8cls5sw
0,167,0,167,11751.94954158001,10.0,3868.4624663381874,4070.324864859535,4116.98903031783,0.031122418573792027,ET8cls5sw
0,168,0,168,3236.187743108108,3.0,4127.51536470301,4184.19399844899,4186.11513462701,0.007048637767666262,ET8cls5sw
0,169,0,169,182067.9177421119,246.0,4180.425247192383,4485.981689453125,4794.824938964847,0.06845488192853605,ET8cls5sw
0,170,0,170,1271.26858505041,7.0,3653.9410400390652,3960.24072265625,4298.176264582455,0.08101430095466276,ET8cls5sw
0,171,0,171,944.851877986382,1.0,4700.74685058594,4700.74685058594,4700.74685058594,0.0,ET8cls5sw
0,172,0,172,313.7377768014399,1.0,4284.71515625,4284.71515625,4284.71515625,0.0,ET8cls5sw
0,173,0,173,3016.137022043514,6.0,4306.846292679398,4416.37790901951,4605.695622035438,0.03353132385976572,ET8cls5sw
0,174,0,174,1425.1348947126776,2.0,4797.835392764325,4805.65635597585,4813.477319187375,0.0016274495370022758,ET8cls5sw
0,175,0,175,298.821185268891,1.0,4060.88872821514,4060.88872821514,4060.88872821514,0.0,ET8cls5sw
0,176,0,176,135.4957433508466,,,,,,ET8cls5sw
0,177,0,177,61.92404077384126,,,,,,ET8cls5sw
0,178,0,178,230.03382780391422,1.0,4842.61507161458,4842.61507161458,4842.61507161458,0.0,ET8cls5sw
0,179,0,179,198.67444356262874,1.0,4443.55045572917,4443.55045572917,4443.55045572917,0.0,ET8cls5sw
0,180,0,180,725.3560927629406,3.0,3750.0416259765652,3943.427734375,4495.89603917739,0.09045113405994917,ET8cls5sw
0,181,0,181,10831.191649395872,9.0,4137.16669921875,4438.86897786458,4866.75903320313,0.08103047000456914,ET8cls5sw
0,182,0,182,265.29493814837764,1.0,3771.26586914062,3771.26586914062,3771.26586914062,0.0,ET8cls5sw
0,183,0,183,113.24246822312837,1.0,3870.1142578125,3870.1142578125,3870.1142578125,0.0,ET8cls5sw
0,184,0,184,64.18914760368554,1.0,3903.4638671875,3903.4638671875,3903.4638671875,0.0,ET8cls5sw
0,185,0,185,705.4525733859938,3.0,3971.58662109375,3971.58662109375,4050.8882324218753,0.009884931118652665,ET8cls5sw
0,186,0,186,2034.1137316611216,3.0,3685.8157435825897,3692.15380859375,3935.9711874685,0.03282110168506276,ET8cls5sw
0,187,0,187,331.51146675193735,2.0,4373.59267953726,4408.2937575120195,4442.99483548678,0.007871770776533962,ET8cls5sw
0,188,0,188,215.5944157576558,1.0,4455.09939236111,4455.09939236111,4455.09939236111,0.0,ET8cls5sw
0,189,0,189,810.7019950408924,2.0,3821.9907513786775,3923.9772087545953,4025.9636661305126,0.025990583520307028,ET8cls5sw
0,190,0,190,756.2539339351349,1.0,4049.04298502604,4049.04298502604,4049.04298502604,0.0,ET8cls5sw
0,191,0,191,225.1151969553112,1.0,4250.96359592014,4250.96359592014,4250.96359592014,0.0,ET8cls5sw
0,192,0,192,274.26945373993146,2.0,3221.4927419026726,3358.160715738935,3494.828689575197,0.04069727014425801,ET8cls5sw
0,193,0,193,154.99691547673885,1.0,4017.02155412946,4017.02155412946,4017.02155412946,0.0,ET8cls5sw
0,194,0,194,9905.813163958763,23.0,3052.07495117188,3319.07441929409,3518.48149472191,0.07098432946900665,ET8cls5sw
0,195,0,195,1190.2172367865633,1.0,2586.35017903646,2586.35017903646,2586.35017903646,0.0,ET8cls5sw
0,196,0,196,1019.8174660390887,5.0,3236.556640625,3344.76049804688,3481.22521972656,0.0364210366141237,ET8cls5sw
0,197,0,197,113.42137299293005,1.0,2659.66088867187,2659.66088867187,2659.66088867187,0.0,ET8cls5sw
0,198,0,198,1493.9347162672163,11.0,4558.446441650391,4702.69599609375,5043.610534667971,0.050527099996817815,ET8cls5sw
0,199,0,199,554.6708310160706,3.0,4088.98113439837,4217.68657769097,4434.41003313635,0.0405271671742235,ET8cls5sw
0,200,0,200,783.4142655880107,2.0,4761.06861746652,4810.40062779018,4859.73263811384,0.010255281033904752,ET8cls5sw
0,201,0,201,2705.015592200743,7.0,4457.3742112379805,4617.94133649554,4861.655721028645,0.0433823598302718,ET8cls5sw
0,202,0,202,1047.4713004485798,3.0,4205.436279296875,4444.5244140625,4528.222395833335,0.036958865527412864,ET8cls5sw
0,203,0,203,6491.9425112899025,14.0,4358.25510425233,4642.78747558594,4860.795031738282,0.05451103097097461,ET8cls5sw
0,204,0,204,11565.70137874432,16.0,4035.2143373231625,4390.19788778982,4539.026259478398,0.058758780613547515,ET8cls5sw
0,205,0,205,146.60864275112272,1.0,4677.9716796875,4677.9716796875,4677.9716796875,0.0,ET8cls5sw
0,206,0,206,887.7815290351439,1.0,3725.31912841797,3725.31912841797,3725.31912841797,0.0,ET8cls5sw
0,207,0,207,160.6380435860001,1.0,4313.974609375,4313.974609375,4313.974609375,0.0,ET8cls5sw
0,208,0,208,3317.615370584086,10.0,4313.510965401791,4551.174133300779,5077.287304687497,0.08133241896148674,ET8cls5sw
0,209,0,209,1986.1780304976305,7.0,4194.12038574219,4588.3246495864,5046.78444824219,0.09227062477304604,ET8cls5sw
0,210,0,210,391.5671380324963,2.0,3744.055725097657,3908.140177408855,4072.2246297200527,0.041985303715484375,ET8cls5sw
0,211,0,211,22.24564835227229,,,,,,ET8cls5sw
0,212,0,212,5213.07130936749,10.0,3540.7506896972677,3784.96424380216,3930.1582551843953,0.052123184522803165,ET8cls5sw
0,213,0,213,742.6232328795951,2.0,3981.2813546317,4068.63180106027,4155.982247488841,0.021469243396713113,ET8cls5sw
0,214,0,214,187.74500399072127,1.0,4702.04331752232,4702.04331752232,4702.04331752232,0.0,ET8cls5sw
0,215,0,215,285.3166445916086,1.0,4298.43739149306,4298.43739149306,4298.43739149306,0.0,ET8cls5sw
0,216,0,216,108.5764168174336,1.0,3791.27817382813,3791.27817382813,3791.27817382813,0.0,ET8cls5sw
0,217,0,217,530.2066745973355,2.0,4070.3478149414077,4177.090649414065,4283.833483886722,0.025554349529769104,ET8cls5sw
0,218,0,218,1868.7662022942868,7.0,3797.20849609375,3898.78103298611,4304.256958007815,0.06258725224303209,ET8cls5sw
0,219,0,219,467.31501286530755,,,,,,ET8cls5sw
0,220,0,220,855.7637284893034,3.0,3568.95691680908,3616.69654846191,3765.44787343343,0.026790307086098617,ET8cls5sw
0,221,0,221,3275.896106548898,7.0,3225.77646891276,3718.30080003005,4120.273297991071,0.12176569142075361,ET8cls5sw
0,222,0,222,52859.438843184646,83.0,2869.062548828125,3134.69184570313,3362.630688985185,0.0792028941928875,ET8cls5sw
0,223,0,223,103.38013207522872,1.0,3139.42041015625,3139.42041015625,3139.42041015625,0.0,ET8cls5sw
0,224,0,224,106.0447319944441,1.0,3302.00891113281,3302.00891113281,3302.00891113281,0.0,ET8cls5sw
0,225,0,225,50921.68783262586,68.0,3406.6200554741754,3551.043932462995,3796.412466430663,0.054115042486772916,ET8cls5sw
0,226,0,226,173.73367953504356,1.0,2964.79583740234,2964.79583740234,2964.79583740234,0.0,ET8cls5sw
0,227,0,227,121.72156099863346,1.0,2959.41772460938,2959.41772460938,2959.41772460938,0.0,ET8cls5sw
0,228,0,228,886.4029184497642,1.0,4156.72682883523,4156.72682883523,4156.72682883523,0.0,ET8cls5sw
0,229,0,229,271.5025455412383,1.0,3220.55466715495,3220.55466715495,3220.55466715495,0.0,ET8cls5sw
0,230,0,230,291.79766704520097,1.0,2934.13899739583,2934.13899739583,2934.13899739583,0.0,ET8cls5sw
0,231,0,231,83441.0258112428,164.0,2793.834339141845,2962.12314714704,3254.60936279297,0.07618075762261446,ET8cls5sw
0,232,0,232,671.5679169064801,1.0,2731.19583468967,2731.19583468967,2731.19583468967,0.0,ET8cls5sw
0,233,0,233,168260.25593085284,259.0,2607.720091446585,2937.33136858259,3195.6251853294198,0.10130451762633022,ET8cls5sw
0,234,0,234,2192.4942917467015,3.0,2792.5163577153153,2998.95723783053,3180.5017829777653,0.06495634470271842,ET8cls5sw
0,235,0,235,332.6659638018176,1.0,2372.46350097656,2372.46350097656,2372.46350097656,0.0,ET8cls5sw
0,236,0,236,467.10962018368963,2.0,4381.511213030135,4502.94283621652,4624.374459402905,0.026967169605114222,ET8cls5sw
