,,clusters,pID,area,n,Price Q1,Price Q2,Price Q3,QCoD,segmentation
2,13,2,160,786.797221176641,1.0,3470.48202514648,3470.48202514648,3470.48202514648,0.0,MT8cls5sw
2,14,2,161,347.5302343939589,1.0,3847.9242589614,3847.9242589614,3847.9242589614,0.0,MT8cls5sw
2,15,2,162,233.8442316936648,1.0,3315.69118430398,3315.69118430398,3315.69118430398,0.0,MT8cls5sw
2,16,2,163,468.58112119894315,2.0,3171.131500244138,3275.999206542965,3380.8669128417923,0.03201090711175417,MT8cls5sw
2,17,2,164,70.2245998538389,,,,,,MT8cls5sw
2,18,2,165,59106.0346485054,136.0,3679.62000732422,3884.465747070315,4035.24043094411,0.04609550962916865,MT8cls5sw
2,19,2,166,569.993708515365,1.0,4352.48763020833,4352.48763020833,4352.48763020833,0.0,MT8cls5sw
2,20,2,167,95.30415627251654,1.0,4051.9033203125,4051.9033203125,4051.9033203125,0.0,MT8cls5sw
2,21,2,168,1723.7360135020422,4.0,2446.2589902772997,2476.056456997865,2510.7306320917073,0.013006208752883323,MT8cls5sw
2,22,2,169,3536.486729118701,8.0,2214.321645507815,2335.78571472168,2478.14421047125,0.05622258596240537,MT8cls5sw
2,23,2,170,121.65534069250154,,,,,,MT8cls5sw
2,24,2,171,295763.63389095565,689.0,2097.21533203125,2106.15380859375,2121.53930664063,0.005765676530796659,MT8cls5sw
2,25,2,172,104266.71465357285,209.0,2756.02587890625,3082.73861416903,3408.55355980283,0.10585112697213053,MT8cls5sw
2,26,2,173,732.4924089804041,2.0,3174.3572609641296,3207.38558312618,3240.41390528823,0.010297583906284864,MT8cls5sw
2,27,2,174,6880.393735855087,12.0,2947.3454345703126,3149.13104248047,3218.20346679688,0.04393088702394454,MT8cls5sw
2,28,2,175,163228.89573168984,476.0,2671.48901367188,2691.43408203125,2691.43408203125,0.0037190666365046966,MT8cls5sw
2,29,2,176,4163.578473647961,32.0,2497.6566162109425,2555.2083740234402,2575.0616455078175,0.015259083060262113,MT8cls5sw
2,30,2,177,64.63200423228817,1.0,2598.1123046875,2598.1123046875,2598.1123046875,0.0,MT8cls5sw
2,31,2,178,679.6233411778346,2.0,3887.5596294696497,4001.4537153195097,4115.34780116937,0.02846317712330847,MT8cls5sw
2,32,2,179,303.2720760520811,1.0,1986.97204589844,1986.97204589844,1986.97204589844,0.0,MT8cls5sw
2,33,2,180,633.9523135318427,3.0,2343.61090087891,2966.06079101563,2979.0735351562553,0.1193876213993061,MT8cls5sw
2,34,2,181,256.5550726539777,,,,,,MT8cls5sw
2,35,2,182,543.4709823920624,1.0,3274.66170987216,3274.66170987216,3274.66170987216,0.0,MT8cls5sw
2,36,2,183,752.0295183773089,4.0,2342.5468139648474,2431.99340820313,2496.942871093755,0.0319033755987927,MT8cls5sw
2,37,2,184,497.88363139181735,5.0,2612.59094238281,2615.00927734375,2644.19921875,0.006012847269592811,MT8cls5sw
2,38,2,185,198.8196721216667,2.0,2539.98807779948,2719.05672200521,2898.1253662109402,0.06585689910641998,MT8cls5sw
2,39,2,186,63.52097306206858,1.0,2406.65209960938,2406.65209960938,2406.65209960938,0.0,MT8cls5sw
3,0,3,187,2962087.438641163,4802.0,3905.23344930013,4441.015012521781,4977.030981445312,0.12066714974564563,MT8cls5sw
3,1,3,188,83.5639918690554,,,,,,MT8cls5sw
3,2,3,189,5225.888227491326,8.0,3938.5909271240225,4330.369118138366,4580.743488055447,0.07537590727595557,MT8cls5sw
3,3,3,190,4439.669994852047,12.0,4119.872614933893,4178.16495028409,4599.282705453727,0.05498354747722534,MT8cls5sw
3,4,3,191,2040.007634877855,6.0,2935.6344197591175,3429.92801920573,3904.824023437505,0.14168489023456068,MT8cls5sw
3,5,3,192,1999.6673344525163,2.0,3688.9487098476425,3692.768651913105,3696.5885939785676,0.0010344385000895103,MT8cls5sw
3,6,3,193,1134.7776571991683,1.0,3429.76858181424,3429.76858181424,3429.76858181424,0.0,MT8cls5sw
3,7,3,194,646.3765617159364,4.0,2990.30317687988,3057.767791748045,3123.4953247070325,0.021785498457723255,MT8cls5sw
3,8,3,195,389034.3122296647,985.0,2384.59411621094,2562.15844726562,2814.36499023438,0.08266479216784745,MT8cls5sw
3,9,3,196,195.7152274263348,1.0,3698.8486328125,3698.8486328125,3698.8486328125,0.0,MT8cls5sw
3,10,3,197,65.52458490751323,,,,,,MT8cls5sw
3,11,3,198,274.40744203888744,,,,,,MT8cls5sw
3,12,3,199,869.8347847843439,2.0,2822.23718527089,2826.92554241678,2831.6138995626698,0.0016584650269499573,MT8cls5sw
3,13,3,200,1069.4581296769709,4.0,2567.61793212891,2955.4592773437553,3296.04853166853,0.1242278366337829,MT8cls5sw
3,14,3,201,752.2597014141188,1.0,3312.12825520833,3312.12825520833,3312.12825520833,0.0,MT8cls5sw
3,15,3,202,429.10034108959684,1.0,3677.26576063368,3677.26576063368,3677.26576063368,0.0,MT8cls5sw
3,16,3,203,114.813714336716,1.0,3595.72672526042,3595.72672526042,3595.72672526042,0.0,MT8cls5sw
3,17,3,204,44.56477900464441,,,,,,MT8cls5sw
3,18,3,205,212.32302937351025,1.0,3459.73510742187,3459.73510742187,3459.73510742187,0.0,MT8cls5sw
3,19,3,206,378.196066752522,1.0,3376.91764322917,3376.91764322917,3376.91764322917,0.0,MT8cls5sw
3,20,3,207,879.5054713335427,2.0,2306.2848327636702,2360.77833251953,2415.27183227539,0.023082853229045814,MT8cls5sw
3,21,3,208,176.84813943351944,1.0,4572.52087402344,4572.52087402344,4572.52087402344,0.0,MT8cls5sw
3,22,3,209,296.46229526834486,2.0,4273.769816080728,4349.899169921875,4426.028523763022,0.017501406553870683,MT8cls5sw
3,23,3,210,52.02335256639226,,,,,,MT8cls5sw
3,24,3,211,880.3571286281443,,,,,,MT8cls5sw
3,25,3,212,600.0343943905812,2.0,4418.49645124163,4453.43235560826,4488.36825997489,0.007844714273617468,MT8cls5sw
3,26,3,213,17687.50947120707,37.0,3373.64666193182,3689.54723307292,4042.01393479567,0.09012916167695147,MT8cls5sw
3,27,3,214,147.57800871185637,1.0,2558.90704345703,2558.90704345703,2558.90704345703,0.0,MT8cls5sw
3,28,3,215,459.8467033417478,2.0,2069.81428019206,2374.66481526693,2679.5153503418,0.12837623782310625,MT8cls5sw
3,29,3,216,86.71266159993539,1.0,3130.4599609375,3130.4599609375,3130.4599609375,0.0,MT8cls5sw
3,30,3,217,4025.142541739949,11.0,2871.09441499256,3047.92689344618,3198.20499267578,0.05389593686380469,MT8cls5sw
4,0,4,218,9395342.89783556,11626.0,4152.63508085363,4748.58242730035,5242.185125040893,0.11597348542164271,MT8cls5sw
4,1,4,219,589.6214634032117,1.0,4367.54558454241,4367.54558454241,4367.54558454241,0.0,MT8cls5sw
4,2,4,220,196.57388684820845,1.0,4489.25466086648,4489.25466086648,4489.25466086648,0.0,MT8cls5sw
4,3,4,221,158139.5886444805,149.0,3747.16937725361,4031.32039388021,4378.35603027344,0.07767948795472758,MT8cls5sw
4,4,4,222,66.807548560134,1.0,3187.00756835938,3187.00756835938,3187.00756835938,0.0,MT8cls5sw
4,5,4,223,205.18050439914091,1.0,3902.64799804688,3902.64799804688,3902.64799804688,0.0,MT8cls5sw
4,6,4,224,46611.17186179546,55.0,4465.57169596354,4851.41279296875,5002.719743399784,0.056731254089107716,MT8cls5sw
4,7,4,225,140.75422237180754,1.0,4361.1298828125,4361.1298828125,4361.1298828125,0.0,MT8cls5sw
4,8,4,226,256.30125888922225,1.0,5026.32824707031,5026.32824707031,5026.32824707031,0.0,MT8cls5sw
4,9,4,227,208043.90364881916,182.0,5344.256075032557,5625.419253262606,5847.03366921165,0.044925795477476216,MT8cls5sw
4,10,4,228,37239.58378471829,67.0,3607.3404608832498,3824.37426757813,4074.93100633808,0.060866183582543615,MT8cls5sw
4,11,4,229,467.5255102941747,2.0,3707.5836995442673,3853.330729166665,3999.0777587890625,0.037823649166475085,MT8cls5sw
4,12,4,230,12.53033738849815,,,,,,MT8cls5sw
4,13,4,231,386.4063996842353,1.0,4453.65030484586,4453.65030484586,4453.65030484586,0.0,MT8cls5sw
4,14,4,232,46.88050351387102,,,,,,MT8cls5sw
4,15,4,233,1252.4377670905885,3.0,3869.624382866755,3880.38598632813,3921.9779459635447,0.006719229355824863,MT8cls5sw
4,16,4,234,1617.7716949432238,5.0,4113.13392223011,4333.98225911458,4344.23486328125,0.02732539480211002,MT8cls5sw
4,17,4,235,521.4206152885439,,,,,,MT8cls5sw
4,18,4,236,169.6479639103864,1.0,4760.32047526042,4760.32047526042,4760.32047526042,0.0,MT8cls5sw
4,19,4,237,1084.60845950245,1.0,4281.02490234375,4281.02490234375,4281.02490234375,0.0,MT8cls5sw
4,20,4,238,344.11872714275444,1.0,4995.376171875,4995.376171875,4995.376171875,0.0,MT8cls5sw
4,21,4,239,568.5857051735552,2.0,4072.9400329589853,4121.688659667971,4170.437286376955,0.011827343289173098,MT8cls5sw
4,22,4,240,165.72037134907015,,,,,,MT8cls5sw
4,23,4,241,379.36882540603966,2.0,4946.612744140625,4954.92820638021,4963.243668619795,0.001678220529790448,MT8cls5sw
4,24,4,242,2410.8759500532815,8.0,4834.180371093755,5058.342122395835,5169.889026988638,0.0335572098249571,MT8cls5sw
4,25,4,243,598.7436768917747,3.0,4239.556477864585,4349.75455729167,4604.585164388025,0.04127350072951423,MT8cls5sw
